Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	440	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	441	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - §Çu «ng ®Şa	0	11	442	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ Long L·o Hæ	0	11	443	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ Th­¬ng Gi¶i HËu	0	11	444	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ Xu©n Ng­u	0	11	445	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ §¹i T­íng qu©n	0	11	446	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Thiªn H¹ V« §Şch		0	1																																	
MÆt n¹ Nguyªn so¸i	0	11	447	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Vâ L©m Chİ T«n		0	1																																	
MÆt n¹ h»ng nga	0	11	448	\spr\item\equip\mask\yrmj_02.spr	379	1	1	<<Î´·­Òë>>		0	1																																	
<<Î´·­Òë>>	0	11	449	\spr\item\equip\mask\yrmj_02.spr	379	1	1	<<Î´·­Òë>>		0	1																																	
MÆt n¹ §¹i T­íng qu©n	0	11	450	\spr\item\equip\mask\yrmj_04.spr	379	1	1	Thiªn H¹ V« §Şch		0	1																																	
MÆt n¹ - Háa V©n Hæ	0	11	451	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1																																	
MÆt n¹ - Sãi ®á	0	11	452	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1																																	
MÆt n¹ - S¬n TÆc §Çu Môc	0	11	453	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		100	1																																	
MÆt n¹ Cöu MÖnh	0	11	454	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Thä d÷ thiªn tÒ		0	1																																	
MÆt n¹ Quû ¶nh	0	11	455	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Quû ¶nh truy tinh		0	1																																	
MÆt n¹ - Vò n­¬ng gi¸ng sinh	0	11	456	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Chim c¸nh côt	0	11	457	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - GÊu tuyÕt gi¸ng sinh	0	11	458	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - L©m D· Tóy Thanh Phong	0	11	459	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mang vµo sÏ biÕn thµnh thî s¨n choµng ¸o da hæ víi t­ thÕ rÊt hiªn ngang		0	1																																	
MÆt n¹ - S¬n Gi¶n TiÕu Hång TrÇn	0	11	460	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mang vµo sÏ biÕn thµnh nµng thî s¨n choµng ¸o da hæ víi t­ thÕ rÊt kiÒu diÔm		0	1																																	
MÆt n¹ - Chİ T«n Vâ L©m ThiÕu HiÖp	0	11	461	\spr\item\equip\mask\yrmj_02.spr	379	1	1	½£ÍøVIP×¨ÓÃ		0	1																																	
MÆt n¹ - Chİ T«n Vâ L©m N÷ HiÖp	0	11	462	\spr\item\equip\mask\yrmj_02.spr	379	1	1	½£ÍøVIP×¨ÓÃ		0	1																																	
MÆt n¹ -Tö §oan (Cöu MÖnh)	0	11	463	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ -Tö Vò (Cöu MÖnh)	0	11	464	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ -Tö §oan (Tr­êng C«ng)	0	11	465	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ -Tö Vò (Tr­êng C«ng)	0	11	466	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ -Tö §oan (Kiªn NhÉn)	0	11	467	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ -Tö Vò (Kiªn NhÉn)	0	11	468	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Cæ TruyÒn	0	11	469	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - ¸o Dµi	0	11	470	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ KiÕm Phong (cöu mÖnh)	0	11	471	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ V©n Hµ (cöu mÖnh)	0	11	472	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ KiÕm Phong (tr­êng c«ng)	0	11	473	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ V©n Hµ (tr­êng c«ng)	0	11	474	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ KiÕm Phong (kiªn nhÉn)	0	11	475	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ V©n Hµ (kiªn nhÉn)	0	11	476	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	477	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Lam linh c«ng tö	0	11	478	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ Tr­êng C«ng	0	11	479	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ Kiªn Ng¹nh	0	11	480	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Vâ L©m Chİ T«n	0	11	481	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1																																	
MÆt n¹ - Anh hïng chiÕn tr­êng	0	11	482	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Khi sö dông sÏ gia t¨ng gÊp 3 lÇn ®iÓm tİch lòy khi tham gia Tèng Kim		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( ®á )	0	11	483	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( vµng )	0	11	484	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( xanh )	0	11	485	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( ®á )	0	11	486	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( vµng )	0	11	487	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( xanh )	0	11	488	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( ®á )	0	11	489	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( vµng )	0	11	490	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( xanh )	0	11	491	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Chİ T«n Vâ L©m ThiÕu HiÖp	0	11	492	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt n¹ - Chİ T«n Vâ L©m N÷ HiÖp	0	11	493	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
Phï Tang DiÖn Tr¸o	0	11	494	\spr\item\equip\mask\yrmj_02.spr	379	1	1	T­¬ng truyÒn ®©y lµ lo¹i mÆt n¹ bİ truyÒn mµ c¸c Èn gi¶ phï tang th­êng dïng		0	1																																	
HiÖp Kh¸ch DiÖn Tr¸o	0	11	495	\spr\item\equip\mask\yrmj_02.spr	379	1	1	ThuËt c¶i trang khã mµ nhËn biÕt ®­îc bªn trong Èn chøa c¸i g×		0	1																																	
MÆt n¹ - B¹ch Doanh Doanh	0	11	496	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	497	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Chung Linh Tó	0	11	498	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Cæ B¸ch	0	11	499	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §ao song phông	0	11	500	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §¹o Thanh Ch©n Nh©n	0	11	501	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - DiÖu Nh­	0	11	502	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §oan Méc DuÖ	0	11	503	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §«ng tö	0	11	504	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §­êng BÊt NhiÔm	0	11	505	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §­êng thÇn	0	11	506	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - §­êng Thiªn T©m	0	11	507	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Gia LuËt TŞ Ly	0	11	508	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Hµ Linh Phiªu	0	11	509	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Hµ Nh©n Ng·	0	11	510	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - H¹ Thµnh	0	11	511	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Heo tr¾ng	0	11	512	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - H­¬u ®èm	0	11	513	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - HuyÒn Gi¸c §¹i S­	0	11	514	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Lam linh c«ng tö	0	11	515	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Lam Y Y	0	11	516	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - LiÔu Phi Yªn	0	11	517	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - LiÔu Thanh Thanh	0	11	518	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Long thËp tam gia	0	11	519	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - M¹nh Th­¬ng L­¬ng	0	11	520	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Mé Dung YÕn	0	11	521	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - NguyÖt dao dao	0	11	522	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - PhiÕn Kh¸ch	0	11	523	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	524	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - T©n Niªn HiÖp N÷	0	11	525	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	526	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thµnh Niªn H¶i §­êng	0	11	527	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	528	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thµnh Niªn Háa NhËn	0	11	529	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh Niªn Kim Phong	0	11	530	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thµnh Niªn Kim Phong	0	11	531	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	532	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	533	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	534	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thµnh Niªn TiÕu S­¬ng	0	11	535	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Thanh TuyÖt S­ Th¸i	0	11	536	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	537	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	538	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	539	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	540	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	541	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - T« Tõ Hinh	0	11	542	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	543	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Tö hiÖp	0	11	544	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - TuyÒn C¬ Tö	0	11	545	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Voi Ch©u ¸	0	11	546	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Voi Hoµng Hµ	0	11	547	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - V­¬ng T¸	0	11	548	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - Yªn HiÓu Tr¸i	0	11	549	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ - YÕn triÖu	0	11	550	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ ChiÕu NhËt MiÖn	0	11	551	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ DiÖu NhÊt	0	11	552	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ §o¹n Méc Ly	0	11	553	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ §­êng H¹o	0	11	554	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ h»ng nga	0	11	555	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ L¨ng Tiªu Tö	0	11	556	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ LÖ ChiÕt Mai	0	11	557	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ Xu©n Ng­u	0	11	558	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
Ò×ÈİÃæ¾ß-Áú¾ÅÌì	0	11	559	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
Ò×ÈİÃæ¾ß-Áú¾ÅÌì£¨±äÉí£©	0	11	560	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
MÆt n¹ V­¬ng Gi¶	0	11	561	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1																																	
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(ÄĞ)	0	11	562	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(Å®)	0	11	563	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
Ò×ÈİÃæ¾ß-ºúì³	0	11	564	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
Ò×ÈİÃæ¾ß-ÃçÈôÀ¼	0	11	565	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ biÕn thµnh NPC		0	1																																	
MÆt N¹-TriÖu MÉn	0	11	566	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×nh d¹ng cña NPC nµy		0	1																																	
